index,element,charge
0,C,-0.292557
1,C,0.285873
2,O,-0.381133
3,C,0.476775
4,C,-0.313362
5,C,-0.061806
6,C,-0.205666
7,C,0.681136
8,O,-0.441668
9,O,-0.379062
10,C,0.550122
11,C,-0.530583
12,C,0.506423
13,F,-0.158395
14,C,-0.597804
15,C,0.818504
16,O,-0.467465
17,O,-0.353786
18,C,0.509012
19,C,-0.560814
20,C,0.511213
21,F,-0.154004
22,C,-0.484704
23,C,0.474247
24,N,-0.434074
25,C,0.490091
26,F,-0.149905
27,C,-0.52309
28,C,0.522671
29,F,-0.167429
30,C,-0.574602
31,C,0.016808
32,C,0.538751
33,F,-0.18226
34,F,-0.182757
35,F,-0.169101
36,C,-0.311296
37,H,0.075893
38,H,0.077546
39,H,0.102591
40,H,-0.01293
41,H,0.037322
42,H,0.173416
43,H,0.125965
44,H,0.217488
45,H,0.244854
46,H,0.231091
47,H,0.25422
48,H,0.168244
