index,element,charge
0,C,-0.053495
1,O,-0.284379
2,C,0.528871
3,C,-0.392922
4,C,0.078721
5,C,-0.558801
6,C,0.769349
7,O,-0.488664
8,O,-0.354665
9,C,0.450073
10,C,-0.405059
11,C,0.114349
12,C,-0.509547
13,C,0.763948
14,O,-0.492028
15,O,-0.386978
16,C,0.419615
17,C,-0.280423
18,C,-0.061988
19,C,-0.134633
20,N,0.809512
21,O,-0.435199
22,O,-0.437939
23,C,-0.073423
24,C,-0.25388
25,C,0.494753
26,O,-0.192056
27,C,-0.151177
28,C,-0.465767
29,C,0.585622
30,O,-0.211175
31,C,-0.167133
32,C,-0.580958
33,H,0.096109
34,H,0.069522
35,H,0.069329
36,H,0.147808
37,H,0.105594
38,H,0.19172
39,H,0.098711
40,H,0.181939
41,H,0.135121
42,H,0.138374
43,H,0.152376
44,H,0.121527
45,H,0.09002
46,H,0.089803
47,H,0.170567
48,H,0.12374
49,H,0.10044
50,H,0.09601
51,H,0.178768
