index,element,charge
0,C,-0.196302
1,O,-0.169656
2,C,0.505844
3,C,-0.522981
4,C,0.490862
5,O,-0.33714
6,C,0.623259
7,O,-0.470969
8,C,-0.0613
9,C,-0.248762
10,C,0.007605
11,C,0.092397
12,S,-0.13852
13,C,-0.25398
14,C,-0.19483
15,C,-0.08009
16,C,-0.368632
17,C,0.052451
18,C,-0.491651
19,C,0.833361
20,O,-0.505992
21,O,-0.488904
22,C,0.533574
23,C,-0.30982
24,C,-0.061133
25,C,-0.142737
26,N,0.808367
27,O,-0.436328
28,O,-0.434074
29,C,-0.038364
30,C,-0.344212
31,H,0.121847
32,H,0.103131
33,H,0.103077
34,H,0.181714
35,H,0.13979
36,H,0.092961
37,H,0.161213
38,H,0.103848
39,H,0.105835
40,H,0.158937
41,H,0.120684
42,H,0.194287
43,H,0.118938
44,H,0.175762
45,H,0.135975
46,H,0.135125
47,H,0.195535
