index,element,charge
0,C,-0.303537
1,C,0.262597
2,C,-0.403339
3,C,0.706016
4,O,-0.485518
5,O,-0.355174
6,C,0.544655
7,C,-0.559885
8,C,0.499167
9,F,-0.166643
10,C,-0.555124
11,C,0.803788
12,O,-0.471954
13,O,-0.360664
14,C,0.404102
15,C,-0.340609
16,C,-0.102394
17,C,-0.069044
18,C,0.182419
19,C,-0.393898
20,C,0.279766
21,F,-0.138653
22,C,0.034188
23,F,-0.103515
24,C,0.2982
25,F,-0.142758
26,C,-0.409206
27,C,0.323017
28,F,-0.157133
29,C,-0.418041
30,C,0.479981
31,F,-0.156718
32,C,-0.549784
33,H,0.065998
34,H,0.07883
35,H,0.088664
36,H,-0.010283
37,H,-0.037591
38,H,0.121221
39,H,0.100095
40,H,0.223291
41,H,0.195393
42,H,0.141783
43,H,0.191698
44,H,0.204742
45,H,0.20975
46,H,0.252101
