index,element,charge
0,H,0.38502
1,O,-0.619824
2,C,0.272872
3,H,-0.038416
4,H,-0.035624
5,C,0.082099
6,H,0.010392
7,H,0.003879
8,C,-0.182139
9,H,0.029057
10,H,0.032007
11,C,0.212379
12,H,-0.037777
13,H,-0.03234
14,C,-0.148041
15,H,0.035529
16,H,0.05492
17,C,0.14464
18,H,0.02432
19,H,0.028056
20,O,-0.288917
21,C,0.434943
22,C,-0.32739
23,H,0.135666
24,C,-0.038465
25,H,0.121638
26,C,-0.298893
27,C,0.263351
28,C,-0.192485
29,H,0.132654
30,C,-0.111562
31,H,0.135637
32,C,-0.055725
33,C,0.358131
34,N,-0.438929
35,C,-0.096723
36,H,0.13554
37,C,-0.199594
38,H,0.13916
39,C,0.467472
40,F,-0.183308
41,C,-0.527491
42,H,0.214283
