index,element,charge
0,C,-0.265616
1,C,0.208858
2,C,-0.116932
3,C,0.141418
4,O,-0.310193
5,C,0.460579
6,C,-0.498888
7,C,0.537109
8,O,-0.300176
9,C,-0.022987
10,C,-0.484507
11,C,0.125887
12,C,-0.467522
13,C,0.738594
14,O,-0.509053
15,O,-0.358866
16,C,0.471448
17,C,-0.33933
18,C,-0.022335
19,C,-0.204882
20,C,0.701395
21,O,-0.485556
22,O,-0.411375
23,C,0.452772
24,C,-0.323576
25,C,-0.046444
26,C,-0.062736
27,C,0.120203
28,C,-0.124504
29,C,-0.14441
30,C,-0.046604
31,N,0.781929
32,O,-0.428754
33,O,-0.429292
34,C,-0.131764
35,C,-0.135471
36,C,-0.06911
37,C,-0.293607
38,C,-0.01403
39,C,-0.335236
40,H,0.061821
41,H,0.041477
42,H,0.068175
43,H,-0.026109
44,H,-0.025403
45,H,0.037958
46,H,0.032899
47,H,0.041617
48,H,0.013391
49,H,0.197182
50,H,0.091604
51,H,0.05214
52,H,0.063987
53,H,0.180044
54,H,0.110466
55,H,0.185956
56,H,0.111804
57,H,0.185342
58,H,0.10814
59,H,0.125298
60,H,0.142458
61,H,0.140383
62,H,0.12161
63,H,0.117663
64,H,0.161693
65,H,0.112019
66,H,0.189952
