index,element,charge
0,C,-0.059793
1,O,-0.28281
2,C,0.52974
3,C,-0.393668
4,C,0.082836
5,C,-0.555458
6,C,0.764894
7,O,-0.491832
8,O,-0.364361
9,C,0.473399
10,C,-0.380765
11,C,0.040084
12,C,-0.422071
13,C,0.790816
14,O,-0.482876
15,O,-0.407924
16,C,0.566503
17,C,-0.589359
18,C,0.530317
19,C,-0.455308
20,C,-0.658894
21,C,0.574595
22,N,-0.505164
23,C,0.521232
24,C,-0.459371
25,C,-0.552005
26,C,0.454125
27,F,-0.167664
28,C,-0.457336
29,C,0.575189
30,O,-0.201212
31,C,-0.170142
32,C,-0.578031
33,H,0.098427
34,H,0.073195
35,H,0.069886
36,H,0.14946
37,H,0.106405
38,H,0.191562
39,H,0.118673
40,H,0.233867
41,H,0.125043
42,H,0.136718
43,H,0.135395
44,H,0.136599
45,H,0.138869
46,H,0.121569
47,H,0.200493
48,H,0.196583
49,H,0.123832
50,H,0.100166
51,H,0.097533
52,H,0.178036
