index,element,charge
0,C,-0.166054
1,O,-0.191372
2,C,0.481412
3,C,-0.341351
4,C,-0.14184
5,S,0.097879
6,C,-0.479014
7,C,0.839515
8,O,-0.478541
9,O,-0.511062
10,C,0.581187
11,C,-0.363576
12,C,0.036349
13,C,-0.306456
14,C,0.738666
15,O,-0.47803
16,O,-0.404583
17,C,0.435
18,C,-0.290895
19,C,-0.051356
20,C,-0.127862
21,N,0.805247
22,O,-0.432849
23,O,-0.431964
24,C,-0.083349
25,C,-0.251111
26,C,0.054164
27,C,-0.39143
28,H,0.119736
29,H,0.09189
30,H,0.09619
31,H,0.169077
32,H,0.184346
33,H,0.177834
34,H,0.102302
35,H,0.179789
36,H,0.136829
37,H,0.142164
38,H,0.157329
39,H,0.106955
40,H,0.188834
