index,element,charge
0,H,0.135763
1,C,-0.04312
2,C,-0.239487
3,H,0.136861
4,C,0.18861
5,C,-0.03212
6,C,-0.121088
7,H,0.130267
8,C,-0.242617
9,H,0.11512
10,C,0.357251
11,O,-0.318511
12,C,0.269379
13,H,0.00042
14,H,0.01208
15,C,-0.296106
16,H,0.07107
17,H,0.081037
18,C,0.144764
19,H,-0.015872
20,H,-0.002834
21,C,0.114021
22,H,-0.012232
23,H,0.003213
24,C,-0.390185
25,H,0.104404
26,H,0.099858
27,C,0.18315
28,H,0.05239
29,H,0.055844
30,O,-0.109085
31,C,-0.099417
32,C,0.177742
33,F,-0.147945
34,C,0.03942
35,F,-0.0767
36,C,0.063403
37,F,-0.085632
38,C,0.108278
39,F,-0.094287
40,C,0.101523
41,F,-0.103982
42,C,-0.30571
43,H,0.158899
44,C,-0.059754
45,H,0.114601
46,C,-0.351214
47,H,0.171033
48,C,0.396267
49,F,-0.164599
50,C,-0.246738
51,C,0.414312
52,N,-0.441745
