index,element,charge
0,C,-0.272709
1,C,0.14752
2,C,0.088612
3,C,-0.238105
4,C,0.283173
5,C,-0.443072
6,C,0.365673
7,F,-0.161894
8,C,-0.315607
9,C,0.41536
10,C,-0.480981
11,C,0.487972
12,F,-0.162151
13,C,-0.575458
14,C,0.830202
15,O,-0.468156
16,O,-0.368473
17,C,0.524427
18,C,-0.528242
19,C,0.494051
20,F,-0.153055
21,C,-0.487213
22,C,0.475907
23,N,-0.434903
24,C,0.51363
25,F,-0.152579
26,C,-0.572004
27,C,0.495852
28,F,-0.17155
29,C,-0.497505
30,C,0.373028
31,F,-0.158704
32,C,-0.456434
33,H,0.066952
34,H,0.060268
35,H,0.059527
36,H,-0.020806
37,H,-0.019052
38,H,0.00336
39,H,0.001044
40,H,0.075017
41,H,0.070187
42,H,0.203132
43,H,0.209838
44,H,0.229946
45,H,0.248829
46,H,0.209279
47,H,0.205867
