index,element,charge
0,H,0.387308
1,O,-0.628322
2,C,0.275052
3,H,-0.039815
4,H,-0.038458
5,C,0.101226
6,H,-0.000653
7,H,-0.000238
8,C,-0.136797
9,H,0.016053
10,H,0.014816
11,C,0.132082
12,H,-0.034852
13,H,-0.035585
14,C,0.048838
15,H,-0.019615
16,H,-0.017782
17,C,-0.060111
18,H,0.005968
19,H,0.005856
20,C,0.170614
21,H,-0.023244
22,H,-0.026056
23,C,-0.172093
24,H,0.051752
25,H,0.050899
26,C,0.122021
27,C,-0.189688
28,H,0.13695
29,C,-0.151137
30,H,0.118258
31,C,0.047076
32,C,0.121075
33,C,-0.151082
34,H,0.122238
35,C,-0.122202
36,H,0.136341
37,C,-0.025724
38,C,0.345187
39,N,-0.435262
40,C,-0.118067
41,H,0.136118
42,C,-0.156792
43,H,0.123304
44,C,-0.151517
45,H,0.118702
46,C,-0.186463
47,H,0.133825
