index,element,charge
0,H,0.080864
1,C,0.095605
2,C,-0.295702
3,C,0.524187
4,O,-0.451738
5,C,0.055303
6,H,0.019585
7,H,0.021733
8,C,-0.335305
9,H,0.092142
10,H,0.091719
11,H,0.075853
12,C,0.031598
13,H,0.065839
14,C,-0.309601
15,H,0.153977
16,C,0.146537
17,C,0.041767
18,H,0.02773
19,C,0.065647
20,H,0.000968
21,H,2.2e-05
22,C,-0.212022
23,H,0.035904
24,H,0.050385
25,C,0.158657
26,H,-0.021308
27,C,-0.049316
28,H,0.016507
29,H,0.035849
30,C,0.111629
31,H,0.001921
32,H,-0.013776
33,C,-0.265221
34,H,0.061464
35,H,0.054761
36,H,0.062618
37,C,-0.187868
38,H,0.039434
39,H,0.044481
40,C,0.034307
41,H,0.010826
42,H,-0.010655
43,C,-0.273818
44,H,0.11651
