index,element,charge
0,H,0.135711
1,C,-0.119543
2,C,-0.151975
3,H,0.122031
4,C,0.131164
5,C,0.011486
6,C,-0.135573
7,H,0.115506
8,C,-0.155984
9,H,0.117048
10,C,0.113882
11,C,-0.046721
12,C,-0.103872
13,H,0.121563
14,C,-0.259392
15,H,0.117999
16,C,0.366186
17,O,-0.316294
18,C,0.202569
19,H,0.015003
20,H,0.015687
21,C,-0.165393
22,H,0.058934
23,H,0.037538
24,C,0.117998
25,H,-0.010485
26,H,-0.012977
27,C,-0.076816
28,H,0.021502
29,H,0.019114
30,C,0.128983
31,H,-0.001948
32,H,0.003277
33,C,-0.202107
34,H,0.093851
35,H,0.0919
36,C,0.341343
37,N,-0.453103
38,C,-0.318215
39,H,0.158361
40,C,-0.050368
41,H,0.109533
42,C,-0.16323
43,H,0.121311
44,C,-0.130457
45,H,0.115625
46,C,-0.153894
47,H,0.123329
48,C,-0.121389
49,H,0.138974
50,C,-0.030201
51,C,0.348709
52,N,-0.436182
