index,element,charge
0,H,0.384661
1,O,-0.621111
2,C,0.281691
3,H,-0.038579
4,H,-0.041138
5,C,0.078658
6,H,0.004205
7,H,0.010743
8,C,-0.179127
9,H,0.031968
10,H,0.028583
11,C,0.208731
12,H,-0.033145
13,H,-0.031163
14,C,-0.151447
15,H,0.057358
16,H,0.036974
17,C,0.123738
18,H,0.034804
19,H,0.032827
20,O,-0.240362
21,C,0.188078
22,C,-0.206553
23,H,0.125551
24,C,-0.158524
25,H,0.131379
26,C,-0.056435
27,C,0.209894
28,C,-0.189972
29,H,0.132447
30,C,-0.10779
31,H,0.13794
32,C,-0.04008
33,C,0.350259
34,N,-0.436228
35,C,-0.112923
36,H,0.136737
37,C,-0.185712
38,H,0.129719
39,C,-0.224879
40,H,0.155334
41,C,0.196979
42,F,-0.15409
