index,element,charge
0,H,0.13733
1,C,-0.122229
2,C,-0.156806
3,H,0.124405
4,C,0.125627
5,C,0.039809
6,C,-0.143341
7,H,0.118979
8,C,-0.208662
9,H,0.139685
10,C,0.164841
11,C,-0.226954
12,H,0.063601
13,H,0.061337
14,C,0.153949
15,H,-0.018246
16,H,-0.019995
17,C,0.05806
18,H,-0.014189
19,H,-0.012771
20,C,-0.069439
21,H,0.003095
22,H,0.003868
23,C,0.027658
24,H,0.011423
25,H,0.010934
26,C,0.199634
27,H,0.013945
28,H,0.01291
29,F,-0.256484
30,C,-0.208353
31,H,0.140149
32,C,-0.142591
33,H,0.117883
34,C,-0.156716
35,H,0.123028
36,C,-0.120408
37,H,0.13805
38,C,-0.021766
39,C,0.34289
40,N,-0.434138
