index,element,charge
0,C,-0.29813
1,C,0.293218
2,C,-0.340549
3,C,0.638196
4,O,-0.454919
5,O,-0.386417
6,C,0.606996
7,C,-0.567477
8,C,0.522654
9,F,-0.154394
10,C,-0.620854
11,C,0.833928
12,O,-0.475881
13,O,-0.369357
14,C,0.432562
15,C,-0.302713
16,C,-0.09317
17,C,-0.15496
18,C,0.314358
19,C,-0.464711
20,C,0.485948
21,F,-0.157758
22,C,-0.46328
23,C,0.475185
24,N,-0.435601
25,C,0.475773
26,F,-0.15777
27,C,-0.460475
28,C,0.381534
29,F,-0.159218
30,C,-0.476523
31,C,0.531148
32,F,-0.16373
33,C,-0.603952
34,H,0.064691
35,H,0.076639
36,H,0.077891
37,H,-0.032804
38,H,-0.029211
39,H,0.10087
40,H,0.10009
41,H,0.221607
42,H,0.171567
43,H,0.140636
44,H,0.2024
45,H,0.196394
46,H,0.230252
47,H,0.249316
