index,element,charge
0,C,-0.144783
1,O,-0.200169
2,C,0.465404
3,C,-0.405491
4,C,0.154396
5,S,-0.143461
6,C,-0.257878
7,C,-0.116825
8,C,-0.089573
9,C,-0.387177
10,C,0.714348
11,O,-0.483912
12,O,-0.361572
13,C,0.418733
14,C,-0.288166
15,C,-0.012119
16,C,-0.224192
17,C,0.707263
18,O,-0.478411
19,O,-0.411509
20,C,0.462857
21,C,-0.294482
22,C,-0.058121
23,C,-0.133392
24,N,0.808276
25,O,-0.430581
26,O,-0.435156
27,C,-0.066033
28,C,-0.279843
29,C,-0.020408
30,C,-0.286419
31,H,0.123928
32,H,0.085651
33,H,0.086404
34,H,0.187009
35,H,0.160231
36,H,0.10813
37,H,0.10808
38,H,0.112031
39,H,0.123481
40,H,0.176012
41,H,0.1138
42,H,0.18807
43,H,0.137246
44,H,0.139506
45,H,0.161445
46,H,0.116515
47,H,0.150856
