index,element,charge
0,C,-0.053152
1,O,-0.28104
2,C,0.527743
3,C,-0.392794
4,C,0.079607
5,C,-0.557142
6,C,0.765289
7,O,-0.486216
8,O,-0.358778
9,C,0.446101
10,C,-0.401108
11,C,0.124669
12,C,-0.539549
13,C,0.764418
14,O,-0.480355
15,O,-0.351496
16,C,0.520906
17,C,-0.545281
18,C,0.500006
19,F,-0.156743
20,C,-0.496916
21,C,0.481702
22,N,-0.445457
23,C,0.509649
24,F,-0.158583
25,C,-0.556699
26,C,0.513031
27,O,-0.199692
28,C,-0.155055
29,C,-0.45446
30,C,0.582684
31,O,-0.210744
32,C,-0.166259
33,C,-0.579088
34,H,0.095077
35,H,0.06982
36,H,0.068323
37,H,0.148111
38,H,0.106517
39,H,0.190625
40,H,0.091179
41,H,0.224627
42,H,0.241253
43,H,0.125089
44,H,0.087019
45,H,0.096616
46,H,0.167576
47,H,0.125754
48,H,0.098659
49,H,0.097014
50,H,0.177538
