index,element,charge
0,C,-0.210328
1,C,0.170913
2,C,-0.211554
3,C,0.037969
4,C,0.068652
5,O,-0.296869
6,C,0.477246
7,C,-0.578384
8,C,0.528416
9,O,-0.301584
10,C,-0.037554
11,C,-0.360428
12,C,-0.010162
13,C,-0.404433
14,C,0.732848
15,O,-0.471158
16,O,-0.399404
17,C,0.439681
18,C,-0.305026
19,C,-0.004368
20,C,-0.232912
21,C,0.710887
22,O,-0.487616
23,O,-0.40575
24,C,0.449532
25,C,-0.319747
26,C,-0.054818
27,C,-0.060768
28,C,0.125658
29,C,-0.132368
30,C,-0.138202
31,C,-0.051462
32,N,0.785338
33,O,-0.428707
34,O,-0.431237
35,C,-0.128692
36,C,-0.139219
37,C,-0.062528
38,C,-0.301488
39,C,-0.020556
40,C,-0.287412
41,H,0.044595
42,H,0.056865
43,H,0.047385
44,H,-0.011816
45,H,-0.038699
46,H,0.062388
47,H,0.041464
48,H,0.019145
49,H,0.033341
50,H,0.074411
51,H,0.05574
52,H,0.211145
53,H,0.093575
54,H,0.063131
55,H,0.064065
56,H,0.145074
57,H,0.127578
58,H,0.172917
59,H,0.113098
60,H,0.188132
61,H,0.11203
62,H,0.126933
63,H,0.141625
64,H,0.139274
65,H,0.122105
66,H,0.114566
67,H,0.161405
68,H,0.113777
69,H,0.152344
