index,element,charge
0,C,-0.218203
1,C,0.148596
2,C,-0.099865
3,C,0.06153
4,O,-0.300637
5,C,0.521772
6,C,-0.486109
7,C,0.485156
8,O,-0.381957
9,C,0.71502
10,O,-0.482239
11,C,-0.293702
12,C,-0.034322
13,C,-0.28602
14,C,0.479948
15,O,-0.300803
16,C,-0.023506
17,C,-0.383416
18,C,0.07426
19,C,-0.400152
20,C,0.079727
21,C,-0.48676
22,C,0.785378
23,O,-0.499874
24,O,-0.40805
25,C,0.479597
26,C,-0.317518
27,C,-0.047277
28,C,-0.127767
29,N,0.797287
30,O,-0.430917
31,O,-0.43505
32,C,-0.041922
33,C,-0.345008
34,H,0.041586
35,H,0.056828
36,H,0.078506
37,H,-0.017942
38,H,-0.020822
39,H,0.054445
40,H,0.021074
41,H,0.041021
42,H,0.067229
43,H,0.183526
44,H,0.118197
45,H,0.130837
46,H,0.093608
47,H,0.06055
48,H,0.060736
49,H,0.164031
50,H,0.101604
51,H,0.194985
52,H,0.116785
53,H,0.193921
54,H,0.133175
55,H,0.129287
56,H,0.199636
