index,element,charge
0,H,0.387698
1,O,-0.61431
2,C,0.268045
3,H,-0.035193
4,H,-0.035619
5,C,0.006896
6,H,0.023562
7,H,0.023882
8,C,0.01047
9,H,0.01564
10,H,0.014817
11,C,-0.06529
12,H,0.05714
13,H,0.057284
14,C,0.095085
15,C,-0.451445
16,C,0.443155
17,C,-0.259316
18,H,0.161847
19,C,-0.119948
20,H,0.118743
21,C,-0.013629
22,C,0.162479
23,C,-0.167001
24,H,0.128598
25,C,-0.121345
26,H,0.139301
27,C,-0.026075
28,C,0.345829
29,N,-0.433582
30,C,-0.116029
31,H,0.136901
32,C,-0.169996
33,H,0.127305
34,C,-0.11779
35,H,0.119436
36,C,-0.25898
37,H,0.161437
