index,element,charge
0,C,-0.402251
1,C,0.307164
2,O,-0.267328
3,C,0.41816
4,C,-0.426476
5,C,0.487228
6,O,-0.390197
7,C,0.730442
8,O,-0.479774
9,C,-0.311145
10,C,0.080327
11,C,-0.399423
12,C,0.489651
13,O,-0.302149
14,C,-0.028191
15,C,-0.289323
16,C,-0.017151
17,C,-0.416835
18,C,0.084412
19,C,-0.444865
20,C,0.752824
21,O,-0.476017
22,O,-0.38184
23,C,0.470518
24,C,-0.348395
25,C,-0.044669
26,C,-0.248081
27,N,0.825705
28,O,-0.446328
29,O,-0.415606
30,C,0.37147
31,F,-0.138067
32,C,-0.434618
33,H,0.097843
34,H,0.125461
35,H,0.121784
36,H,0.009773
37,H,0.006189
38,H,0.141888
39,H,0.098726
40,H,0.162861
41,H,0.094468
42,H,0.061799
43,H,0.064226
44,H,0.135272
45,H,0.117928
46,H,0.194298
47,H,0.107895
48,H,0.194543
49,H,0.152498
50,H,0.203378
