index,element,charge
0,H,0.136651
1,C,-0.122304
2,C,-0.158473
3,H,0.12144
4,C,0.150653
5,C,-0.071717
6,C,-0.096066
7,H,0.123185
8,C,-0.263317
9,H,0.122676
10,C,0.380763
11,O,-0.328624
12,C,0.192141
13,H,0.027228
14,H,0.017305
15,C,-0.217668
16,H,0.076984
17,H,0.054933
18,C,0.232896
19,H,-0.003198
20,H,-0.003298
21,C,-0.288749
22,H,0.119423
23,H,0.115543
24,C,0.350804
25,N,-0.448691
26,C,-0.315379
27,H,0.161064
28,C,-0.041087
29,H,0.108931
30,C,-0.156724
31,H,0.124473
32,C,-0.127387
33,H,0.140867
34,C,-0.026941
35,C,0.348056
36,N,-0.436394
