index,element,charge
0,C,-0.031584
1,O,-0.29594
2,C,0.475319
3,C,-0.37282
4,C,0.070306
5,C,-0.299269
6,C,0.722879
7,O,-0.47905
8,O,-0.36411
9,C,0.566848
10,C,-0.57793
11,C,0.527828
12,F,-0.163409
13,C,-0.596427
14,C,0.833596
15,O,-0.465679
16,O,-0.377439
17,C,0.542166
18,C,-0.537582
19,C,0.503612
20,F,-0.154118
21,C,-0.500804
22,C,0.481714
23,N,-0.43801
24,C,0.52449
25,F,-0.153132
26,C,-0.587047
27,C,0.495457
28,F,-0.160377
29,C,-0.554829
30,C,-0.00231
31,C,0.560448
32,F,-0.168224
33,F,-0.187377
34,F,-0.193593
35,C,-0.272539
36,H,0.099057
37,H,0.072573
38,H,0.069333
39,H,0.169479
40,H,0.111714
41,H,0.245796
42,H,0.230447
43,H,0.249353
44,H,0.244726
45,H,0.136459
