index,element,charge
0,H,0.250967
1,C,-0.514987
2,C,0.304585
3,F,-0.134149
4,C,0.014185
5,F,-0.108372
6,C,0.09855
7,O,-0.227047
8,C,0.253264
9,H,0.041421
10,H,0.041964
11,C,-0.376472
12,H,0.123539
13,H,0.123704
14,C,0.243484
15,C,-0.264064
16,H,0.152762
17,C,-0.092465
18,H,0.111951
19,C,-0.001162
20,C,0.124003
21,C,-0.141494
22,H,0.123418
23,C,-0.130357
24,H,0.140231
25,C,-0.021769
26,C,0.346998
27,N,-0.432193
28,C,-0.120737
29,H,0.138895
30,C,-0.151815
31,H,0.121686
32,C,-0.097697
33,H,0.116396
34,C,-0.256646
35,H,0.149553
36,C,0.072813
37,F,-0.149537
38,C,0.245739
39,F,-0.119146
