index,element,charge
0,H,0.138158
1,C,-0.060093
2,C,-0.290712
3,H,0.162052
4,C,0.493386
5,O,-0.419215
6,C,0.686882
7,O,-0.473603
8,C,-0.147888
9,C,-0.075454
10,H,0.118203
11,C,-0.233474
12,H,0.150631
13,C,0.222929
14,C,-0.226693
15,H,0.062199
16,H,0.06255
17,C,0.131146
18,H,-0.025768
19,H,-0.015484
20,C,0.030606
21,H,-0.00991
22,H,-0.006804
23,C,0.042874
24,H,-0.016461
25,H,-0.021569
26,C,-0.013945
27,H,-0.009932
28,H,-0.0114
29,C,0.033795
30,H,-0.011405
31,H,-0.010504
32,C,0.188903
33,H,-0.038625
34,H,-0.037178
35,C,-0.257814
36,H,0.054119
37,H,0.051612
38,H,0.055135
39,C,-0.228424
40,H,0.134908
41,C,-0.068318
42,H,0.114982
43,C,-0.332846
44,H,0.188238
45,C,-0.026987
46,H,0.130884
47,C,-0.113363
48,C,0.367253
49,N,-0.437572
