index,element,charge
0,C,-0.313628
1,C,0.185782
2,C,0.041976
3,C,-0.041864
4,C,0.021056
5,C,-0.176292
6,C,0.133224
7,C,-0.088958
8,C,0.018533
9,O,-0.266975
10,C,0.435523
11,C,-0.485067
12,C,0.528139
13,O,-0.303754
14,C,-0.011952
15,C,-0.458911
16,C,0.119246
17,C,-0.446515
18,C,0.750022
19,O,-0.475467
20,O,-0.444166
21,C,0.50751
22,C,-0.372814
23,C,0.040295
24,C,-0.263057
25,C,0.728075
26,O,-0.48709
27,O,-0.420584
28,C,0.456381
29,C,-0.289642
30,C,-0.073475
31,C,-0.063059
32,C,0.131473
33,C,-0.134768
34,C,-0.130633
35,C,-0.065092
36,N,0.791497
37,O,-0.429777
38,O,-0.432169
39,C,-0.120865
40,C,-0.1402
41,C,-0.044231
42,C,-0.332807
43,C,-0.017988
44,C,-0.291858
45,H,0.073663
46,H,0.057582
47,H,0.0716
48,H,-0.030712
49,H,-0.048813
50,H,-0.005335
51,H,-0.006103
52,H,-0.004575
53,H,0.017567
54,H,0.010697
55,H,-0.005312
56,H,0.026057
57,H,0.039263
58,H,0.022956
59,H,-0.025102
60,H,0.025617
61,H,0.083434
62,H,0.042013
63,H,0.077699
64,H,0.170889
65,H,0.090788
66,H,0.04865
67,H,0.058552
68,H,0.168594
69,H,0.112901
70,H,0.182598
71,H,0.107196
72,H,0.160539
73,H,0.115236
74,H,0.124413
75,H,0.140309
76,H,0.13905
77,H,0.119282
78,H,0.114148
79,H,0.187812
80,H,0.116972
81,H,0.154798
