index,element,charge
0,H,0.136617
1,C,-0.103434
2,C,-0.196267
3,H,0.133912
4,C,0.215957
5,C,-0.05136
6,C,-0.110507
7,H,0.121443
8,C,-0.247189
9,H,0.161529
10,C,0.15809
11,O,-0.262643
12,C,0.19813
13,H,0.046632
14,H,0.038682
15,C,-0.34512
16,H,0.092585
17,H,0.078475
18,C,0.280512
19,H,-0.036569
20,H,-0.042305
21,C,0.006442
22,H,-0.000416
23,H,-0.004425
24,C,-0.273899
25,H,0.068699
26,H,0.07471
27,C,0.321181
28,H,0.019676
29,H,0.023714
30,O,-0.240553
31,C,0.019415
32,C,0.134854
33,F,-0.152721
34,C,0.050258
35,F,-0.075712
36,C,0.051124
37,F,-0.083589
38,C,0.107768
39,F,-0.088646
40,C,0.070587
41,F,-0.097526
42,C,0.271708
43,F,-0.201732
44,C,-0.280764
45,H,0.171107
46,C,-0.19657
47,H,0.133616
48,C,-0.101096
49,H,0.13501
50,C,-0.04673
51,C,0.353318
52,N,-0.435977
