index,element,charge
0,C,-0.312049
1,C,0.244608
2,C,-0.110934
3,C,0.123075
4,C,-0.217364
5,C,-0.05968
6,C,-0.292051
7,C,0.697147
8,O,-0.449395
9,O,-0.34776
10,C,0.476631
11,C,-0.532146
12,C,0.456184
13,F,-0.165512
14,C,-0.438095
15,C,0.390179
16,C,-0.304421
17,C,-0.020095
18,C,-0.274949
19,C,0.419884
20,N,-0.433967
21,C,0.424862
22,F,-0.163455
23,C,-0.41797
24,C,0.450665
25,F,-0.166338
26,C,-0.512323
27,C,0.388734
28,F,-0.165092
29,C,-0.349598
30,H,0.072911
31,H,0.071641
32,H,0.07162
33,H,-0.027855
34,H,-0.027004
35,H,0.052851
36,H,0.046761
37,H,0.137614
38,H,0.121394
39,H,0.240394
40,H,0.1695
41,H,0.138796
42,H,0.197678
43,H,0.21682
44,H,0.178104
