index,element,charge
0,H,0.045603
1,C,0.31698
2,N,-0.658727
3,C,0.966874
4,C,-0.458389
5,C,0.073349
6,H,0.080568
7,C,-0.31915
8,H,0.120913
9,C,0.428308
10,O,-0.323346
11,C,0.211694
12,H,0.011658
13,H,0.012398
14,C,-0.183844
15,H,0.038043
16,H,0.058566
17,C,0.135613
18,H,-0.019897
19,H,-0.019618
20,C,-0.019777
21,H,-0.002678
22,H,0.001153
23,C,0.077074
24,H,-0.022289
25,H,-0.028781
26,C,-0.023534
27,H,-0.008918
28,H,-0.009881
29,C,0.034644
30,H,-0.013054
31,H,-0.011856
32,C,0.197812
33,H,-0.041062
34,H,-0.040528
35,C,-0.267434
36,H,0.054658
37,H,0.055118
38,H,0.056936
39,C,-0.389928
40,H,0.159673
41,C,0.142768
42,H,0.068764
43,N,-0.704131
44,C,0.385129
45,H,0.04571
46,C,-0.273878
47,C,-0.16926
48,H,0.061382
49,H,0.074368
50,C,0.121211
51,H,-0.01776
52,H,-0.015104
53,C,-0.024531
54,H,0.004096
55,H,0.019847
56,C,-0.049898
57,H,0.010238
58,H,0.006874
59,C,0.212466
60,H,-0.041226
61,H,-0.038783
62,C,-0.251859
63,H,0.053833
64,H,0.051688
65,H,0.053108
