index,element,charge
0,H,0.038812
1,C,0.346271
2,N,-0.606319
3,C,0.599939
4,C,-0.093917
5,C,-0.048666
6,H,0.101909
7,C,-0.135092
8,H,0.134506
9,C,-0.008224
10,C,0.333372
11,N,-0.429158
12,C,-0.104046
13,H,0.127325
14,C,-0.137948
15,H,0.118986
16,C,-0.478101
17,H,0.178054
18,C,0.094855
19,H,0.085226
20,C,-0.188687
21,C,-0.114286
22,H,0.064494
23,H,0.054992
24,C,0.006673
25,H,0.006027
26,H,0.003201
27,C,0.026189
28,H,0.015476
29,H,0.001722
30,C,0.1309
31,H,-0.022168
32,H,-0.019296
33,C,-0.249861
34,H,0.05275
35,H,0.051757
36,H,0.062334
