index,element,charge
0,H,0.135199
1,C,-0.118894
2,C,-0.143159
3,H,0.11942
4,C,0.100956
5,C,0.036266
6,C,-0.157813
7,H,0.120237
8,C,-0.164532
9,H,0.126923
10,C,0.143526
11,C,-0.143463
12,H,0.05539
13,H,0.04695
14,C,0.037968
15,H,-0.004012
16,H,-0.006353
17,C,0.009045
18,H,0.024692
19,H,0.006323
20,C,0.104051
21,H,-0.01574
22,H,-0.013187
23,C,-0.239072
24,H,0.051852
25,H,0.050838
26,H,0.059675
27,C,-0.238223
28,H,0.129637
29,C,-0.102458
30,H,0.111235
31,C,-0.136043
32,H,0.116546
33,C,-0.128935
34,H,0.139749
35,C,-0.027242
36,C,0.34687
37,N,-0.434225
