index,element,charge
0,C,-0.216341
1,C,0.128921
2,C,-0.09772
3,C,0.083514
4,C,-0.097602
5,C,0.005078
6,O,-0.239737
7,C,0.478922
8,C,-0.521366
9,C,0.514429
10,O,-0.413185
11,C,0.70235
12,O,-0.481464
13,C,-0.26028
14,C,-0.04896
15,C,-0.27588
16,C,0.483824
17,O,-0.301668
18,C,-0.017266
19,C,-0.401824
20,C,0.070844
21,C,-0.367931
22,C,0.042378
23,C,-0.44235
24,C,0.727462
25,O,-0.471556
26,O,-0.363088
27,C,0.46408
28,C,-0.33437
29,C,-0.059348
30,C,-0.241179
31,N,0.821264
32,O,-0.442103
33,O,-0.417218
34,C,0.375039
35,F,-0.138348
36,C,-0.442015
37,H,0.046491
38,H,0.056803
39,H,0.042242
40,H,-0.016673
41,H,-0.015676
42,H,0.040803
43,H,0.004586
44,H,-0.004204
45,H,0.003503
46,H,0.044
47,H,0.063085
48,H,0.086315
49,H,0.039386
50,H,0.235377
51,H,0.123308
52,H,0.132599
53,H,0.092514
54,H,0.057433
55,H,0.061224
56,H,0.166882
57,H,0.103219
58,H,0.167883
59,H,0.1133
60,H,0.195133
61,H,0.1541
62,H,0.201063
