index,element,charge
0,C,-0.484708
1,C,0.24411
2,C,-0.022446
3,O,-0.341827
4,C,0.449795
5,C,0.081168
6,C,-0.37256
7,C,0.47612
8,F,-0.163766
9,C,-0.547754
10,C,0.812549
11,O,-0.467197
12,O,-0.382715
13,C,0.511511
14,C,-0.503518
15,C,0.427825
16,F,-0.16119
17,C,-0.393901
18,C,0.421722
19,C,-0.490217
20,C,0.489248
21,F,-0.159455
22,C,-0.478724
23,C,0.480733
24,N,-0.435949
25,C,0.49235
26,F,-0.156167
27,C,-0.499357
28,C,0.439317
29,F,-0.15392
30,C,-0.550581
31,C,0.467546
32,F,-0.161283
33,C,-0.370629
34,O,-0.348313
35,C,-0.011962
36,H,0.121173
37,H,0.121643
38,H,0.117632
39,H,0.023486
40,H,0.085901
41,H,0.043203
42,H,-0.002487
43,H,0.17008
44,H,0.219581
45,H,0.213883
46,H,0.215466
47,H,0.245915
48,H,0.164183
49,H,0.083619
50,H,0.040866
