index,element,charge
0,C,-0.227169
1,C,0.222047
2,C,-0.255326
3,C,-0.081241
4,C,0.317559
5,O,-0.40559
6,C,0.560174
7,C,-0.541766
8,C,0.53784
9,O,-0.402279
10,C,0.77714
11,O,-0.506308
12,C,-0.343977
13,C,-0.007026
14,C,-0.301691
15,C,0.497905
16,O,-0.305931
17,C,-0.015936
18,C,-0.399813
19,C,0.098416
20,C,-0.420289
21,C,0.074914
22,C,-0.488378
23,C,0.802789
24,O,-0.484043
25,O,-0.418899
26,C,0.431675
27,C,-0.252748
28,C,-0.08099
29,C,-0.136455
30,N,0.814151
31,O,-0.437694
32,O,-0.439743
33,C,-0.048852
34,C,-0.298462
35,H,0.04581
36,H,0.053554
37,H,0.05706
38,H,-0.057272
39,H,-0.020987
40,H,0.048708
41,H,0.081488
42,H,0.066853
43,H,0.04965
44,H,0.023326
45,H,0.024393
46,H,0.173482
47,H,0.114172
48,H,0.13387
49,H,0.091921
50,H,0.06099
51,H,0.05662
52,H,0.165421
53,H,0.096222
54,H,0.175878
55,H,0.114796
56,H,0.155631
57,H,0.139939
58,H,0.134317
59,H,0.180155
