index,element,charge
0,C,-0.285627
1,C,0.287176
2,O,-0.370248
3,C,0.566572
4,C,-0.55867
5,C,0.492844
6,F,-0.152195
7,C,-0.562286
8,C,0.805886
9,O,-0.46777
10,O,-0.393444
11,C,0.45612
12,C,-0.276264
13,C,-0.029277
14,C,-0.233481
15,C,0.714139
16,O,-0.472547
17,O,-0.374072
18,C,0.583186
19,C,-0.588626
20,C,0.526066
21,F,-0.156551
22,C,-0.499605
23,C,0.480217
24,N,-0.437065
25,C,0.507183
26,F,-0.152511
27,C,-0.575706
28,C,0.038698
29,C,0.527683
30,F,-0.170441
31,F,-0.1875
32,F,-0.164902
33,C,-0.331865
34,C,0.478598
35,F,-0.168857
36,C,-0.570502
37,H,0.071409
38,H,0.101277
39,H,0.08298
40,H,0.032301
41,H,-0.008376
42,H,0.220707
43,H,0.171693
44,H,0.127788
45,H,0.249483
46,H,0.253542
47,H,0.187994
48,H,0.224846
