index,element,charge
0,H,0.136288
1,C,-0.114269
2,C,-0.16992
3,H,0.123586
4,C,0.17938
5,C,-0.116073
6,C,-0.069819
7,H,0.119695
8,C,-0.312283
9,H,0.11996
10,C,0.496439
11,O,-0.441258
12,C,0.343551
13,H,-0.019743
14,H,-0.018337
15,C,-0.059554
16,H,0.031258
17,H,0.030931
18,C,-0.039557
19,H,-0.002298
20,H,-0.004162
21,C,0.096934
22,H,-0.02567
23,H,-0.025387
24,C,0.046564
25,H,-0.017578
26,H,-0.016108
27,C,0.048134
28,H,-0.01813
29,H,-0.017903
30,C,-0.008602
31,H,-0.006617
32,H,-0.008695
33,C,-0.000411
34,H,0.017054
35,H,0.016361
36,C,0.198136
37,H,0.011628
38,H,0.012441
39,F,-0.254315
40,C,-0.360527
41,H,0.167558
42,C,-0.019679
43,H,0.105841
44,C,-0.169101
45,H,0.124686
46,C,-0.115103
47,H,0.136131
48,C,-0.046427
49,C,0.357306
50,N,-0.44234
