index,element,charge
0,H,0.135321
1,C,-0.115699
2,C,-0.156476
3,H,0.12438
4,C,0.135508
5,C,-0.002019
6,C,-0.118861
7,H,0.112556
8,C,-0.18108
9,H,0.12346
10,C,0.148363
11,C,-0.08207
12,C,-0.090537
13,H,0.122819
14,C,-0.289344
15,H,0.112373
16,C,0.449958
17,O,-0.433739
18,C,0.395983
19,H,-0.028644
20,H,-0.026746
21,C,-0.121741
22,H,0.044326
23,H,0.044186
24,C,-0.074421
25,H,0.014452
26,H,0.012373
27,C,0.216376
28,H,-0.012243
29,H,-0.01163
30,C,-0.264381
31,H,0.108583
32,H,0.10966
33,C,0.350312
34,N,-0.452645
35,C,-0.336015
36,H,0.163336
37,C,-0.041067
38,H,0.109578
39,C,-0.173498
40,H,0.121394
41,C,-0.123888
42,H,0.114376
43,C,-0.152762
44,H,0.123475
45,C,-0.12239
46,H,0.137773
47,C,-0.033293
48,C,0.352581
49,N,-0.438312
