index,element,charge
0,C,-0.166317
1,O,-0.175584
2,C,0.44593
3,C,-0.405105
4,C,0.151826
5,S,-0.146275
6,C,-0.240196
7,C,-0.0898
8,C,-0.118181
9,C,-0.390069
10,C,0.81864
11,O,-0.500298
12,O,-0.500132
13,C,0.622741
14,C,-0.414491
15,C,0.040269
16,C,-0.427529
17,C,0.757877
18,O,-0.466275
19,O,-0.384388
20,C,0.422839
21,C,-0.28934
22,C,-0.050598
23,C,-0.138795
24,N,0.809706
25,O,-0.431497
26,O,-0.434438
27,C,-0.065469
28,C,-0.265217
29,C,0.486335
30,F,-0.160061
31,C,-0.553105
32,H,0.114079
33,H,0.092272
34,H,0.094006
35,H,0.186197
36,H,0.155728
37,H,0.103119
38,H,0.106652
39,H,0.108561
40,H,0.139458
41,H,0.191971
42,H,0.114064
43,H,0.182159
44,H,0.135891
45,H,0.138568
46,H,0.157844
47,H,0.236429
