index,element,charge
0,C,-0.061716
1,O,-0.27705
2,C,0.579172
3,C,-0.63817
4,C,0.584614
5,F,-0.170023
6,C,-0.650106
7,C,0.835702
8,O,-0.475738
9,O,-0.365088
10,C,0.444343
11,C,-0.416098
12,C,0.11871
13,C,-0.499411
14,C,0.755238
15,O,-0.488483
16,O,-0.37224
17,C,0.48326
18,C,-0.351292
19,C,-0.05047
20,C,-0.250783
21,N,0.824712
22,O,-0.442522
23,O,-0.41514
24,C,0.381492
25,F,-0.137179
26,C,-0.451065
27,C,0.484654
28,O,-0.185066
29,C,-0.162423
30,C,-0.447957
31,C,0.498394
32,F,-0.170266
33,C,-0.536889
34,H,0.102924
35,H,0.074235
36,H,0.079141
37,H,0.228398
38,H,0.194901
39,H,0.099349
40,H,0.201776
41,H,0.15315
42,H,0.205511
43,H,0.125052
44,H,0.096283
45,H,0.091771
46,H,0.182424
47,H,0.189971
