index,element,charge
0,C,-0.482355
1,C,0.235497
2,C,-0.015243
3,O,-0.346753
4,C,0.449258
5,C,0.080655
6,C,-0.375229
7,C,0.472786
8,F,-0.165814
9,C,-0.550415
10,C,0.832457
11,O,-0.47811
12,O,-0.410172
13,C,0.436422
14,C,-0.321256
15,C,-0.096686
16,C,0.029748
17,C,0.225232
18,C,-0.436641
19,C,0.476943
20,F,-0.158178
21,C,-0.442026
22,C,0.46228
23,N,-0.42991
24,C,0.475922
25,F,-0.153446
26,C,-0.446502
27,C,-0.080086
28,C,0.559057
29,F,-0.166332
30,F,-0.183356
31,F,-0.181149
32,C,-0.271365
33,C,0.472632
34,F,-0.166065
35,C,-0.364915
36,O,-0.348872
37,C,-0.012549
38,H,0.120466
39,H,0.120392
40,H,0.119505
41,H,0.025
42,H,0.085687
43,H,0.041931
44,H,-0.001096
45,H,0.167192
46,H,0.200349
47,H,0.13122
48,H,0.191282
49,H,0.201336
50,H,0.178141
51,H,0.167214
52,H,0.08471
53,H,0.041205
