index,element,charge
0,H,0.134194
1,C,-0.11522
2,C,-0.142935
3,H,0.118837
4,C,0.101023
5,C,0.026722
6,C,-0.145375
7,H,0.118938
8,C,-0.182955
9,H,0.128604
10,C,0.180517
11,C,-0.207246
12,H,0.068995
13,H,0.059563
14,C,0.073214
15,H,-0.00697
16,H,-0.008915
17,C,0.065652
18,H,0.007172
19,H,-0.010317
20,C,-0.029432
21,H,-0.001142
22,H,0.000806
23,C,0.019782
24,H,-0.015085
25,H,-0.01346
26,C,0.012684
27,H,0.014535
28,H,0.015012
29,C,0.168712
30,H,0.021213
31,H,0.01807
32,F,-0.247019
33,C,-0.250352
34,H,0.129565
35,C,-0.093568
36,H,0.10909
37,C,-0.136405
38,H,0.116163
39,C,-0.12337
40,H,0.138825
41,C,-0.033022
42,C,0.348889
43,N,-0.433986
