index,element,charge
0,C,-0.282634
1,C,0.181855
2,C,0.046166
3,C,-0.089232
4,C,0.029294
5,C,0.073989
6,O,-0.257047
7,C,0.389912
8,C,-0.425987
9,C,0.48697
10,O,-0.284748
11,C,-0.042059
12,C,-0.463031
13,C,0.117208
14,C,-0.452358
15,C,0.768933
16,O,-0.487598
17,O,-0.436622
18,C,0.5019
19,C,-0.354256
20,C,0.011555
21,C,-0.242705
22,C,0.720913
23,O,-0.484501
24,O,-0.415587
25,C,0.477274
26,C,-0.307124
27,C,-0.052507
28,C,-0.142873
29,N,0.815247
30,O,-0.435101
31,O,-0.436717
32,C,-0.057979
33,C,-0.29113
34,C,-0.018699
35,C,-0.307594
36,H,0.06387
37,H,0.063332
38,H,0.059296
39,H,-0.02845
40,H,-0.033453
41,H,-0.00512
42,H,-0.006448
43,H,0.014878
44,H,0.005812
45,H,-0.004581
46,H,0.030502
47,H,0.073678
48,H,0.01778
49,H,0.182402
50,H,0.096997
51,H,0.060256
52,H,0.068029
53,H,0.174658
54,H,0.107868
55,H,0.18777
56,H,0.109438
57,H,0.189759
58,H,0.136816
59,H,0.138202
60,H,0.165198
61,H,0.118382
62,H,0.160001
