index,element,charge
0,C,-0.408024
1,C,0.283587
2,C,-0.358452
3,C,0.012598
4,C,-0.307341
5,C,0.718016
6,O,-0.488087
7,O,-0.298043
8,C,0.392636
9,C,-0.288748
10,C,-0.023582
11,C,-0.211606
12,C,0.705714
13,O,-0.47756
14,O,-0.415269
15,C,0.483716
16,C,-0.306121
17,C,-0.046571
18,C,-0.140703
19,N,0.810451
20,O,-0.435245
21,O,-0.430499
22,C,-0.060885
23,C,-0.301485
24,C,-0.005017
25,C,-0.296551
26,S,-0.023111
27,H,0.121923
28,H,0.134832
29,H,0.136885
30,H,0.183723
31,H,0.133948
32,H,0.184332
33,H,0.118526
34,H,0.168909
35,H,0.135805
36,H,0.140259
37,H,0.189778
38,H,0.111001
39,H,0.156262
