index,element,charge
0,C,-0.273698
1,C,0.145631
2,C,-0.172279
3,C,0.180294
4,C,-0.169704
5,O,-0.294153
6,C,0.511223
7,C,0.007291
8,C,-0.371872
9,C,0.50731
10,F,-0.170878
11,C,-0.586478
12,C,0.827264
13,O,-0.476023
14,O,-0.343221
15,C,0.45942
16,C,-0.533827
17,C,0.420347
18,F,-0.155239
19,C,-0.341329
20,C,0.371831
21,C,-0.486807
22,C,0.442527
23,F,-0.153377
24,C,-0.368649
25,C,0.574697
26,F,-0.162182
27,F,-0.17994
28,F,-0.1783
29,C,0.394975
30,F,-0.141222
31,C,-0.446075
32,C,0.396062
33,F,-0.153514
34,C,-0.485597
35,C,0.473341
36,F,-0.176642
37,C,-0.320305
38,O,-0.312098
39,C,-0.122878
40,H,0.065457
41,H,0.066988
42,H,0.057807
43,H,-0.004193
44,H,-0.014951
45,H,0.056844
46,H,0.056234
47,H,0.017715
48,H,0.069902
49,H,0.119866
50,H,-0.000635
51,H,0.164651
52,H,0.245632
53,H,0.21213
54,H,0.204234
55,H,0.221334
56,H,0.147568
57,H,0.053057
58,H,0.124437
