index,element,charge
0,H,0.136548
1,C,-0.117647
2,C,-0.170383
3,H,0.124409
4,C,0.178021
5,C,-0.117057
6,C,-0.066998
7,H,0.118449
8,C,-0.306072
9,H,0.116906
10,C,0.485966
11,O,-0.435997
12,C,0.344241
13,H,-0.018571
14,H,-0.018087
15,C,-0.087341
16,H,0.038845
17,H,0.037972
18,C,0.006664
19,H,-0.009191
20,H,-0.008791
21,C,0.068564
22,H,-0.016345
23,H,-0.014352
24,C,-0.036022
25,H,0.008338
26,H,0.009105
27,C,0.138455
28,H,-0.001955
29,H,-0.002475
30,C,-0.226938
31,H,0.098413
32,H,0.097952
33,C,0.353485
34,N,-0.457141
35,C,-0.35804
36,H,0.16839
37,C,-0.019003
38,H,0.106036
39,C,-0.16533
40,H,0.123946
41,C,-0.120845
42,H,0.137359
43,C,-0.03482
44,C,0.351215
45,N,-0.439875
