index,element,charge
0,H,0.134452
1,C,-0.096056
2,C,-0.204763
3,H,0.141093
4,C,0.276722
5,C,-0.318119
6,C,0.020363
7,H,0.109882
8,C,-0.379526
9,H,0.173346
10,C,0.420234
11,O,-0.315562
12,C,0.218745
13,H,0.031307
14,H,0.017392
15,C,-0.298813
16,H,0.087859
17,H,0.064801
18,C,0.274744
19,H,-0.03477
20,H,-0.040859
21,C,-0.009846
22,H,0.001311
23,H,-0.000372
24,C,-0.261394
25,H,0.067504
26,H,0.073215
27,C,0.316002
28,H,0.023177
29,H,0.022404
30,O,-0.24364
31,C,0.033095
32,C,0.115741
33,F,-0.148542
34,C,0.065997
35,F,-0.077618
36,C,0.039096
37,F,-0.081723
38,C,0.116075
39,F,-0.090043
40,C,0.066323
41,F,-0.098619
42,C,-0.442492
43,H,0.160772
44,C,0.418048
45,F,-0.175439
46,C,-0.194798
47,H,0.133537
48,C,-0.113039
49,H,0.138265
50,C,-0.055227
51,C,0.358585
52,N,-0.438827
