index,element,charge
0,C,-0.251872
1,C,0.09955
2,C,-0.135258
3,C,0.136854
4,C,-0.099585
5,O,-0.322704
6,C,0.4577
7,C,-0.005233
8,C,-0.316801
9,C,0.443145
10,F,-0.179991
11,C,-0.484685
12,C,0.790571
13,O,-0.459863
14,O,-0.389216
15,C,0.436484
16,C,-0.263063
17,C,-0.122776
18,C,0.072325
19,C,0.0747
20,C,-0.380488
21,C,0.306485
22,F,-0.142795
23,C,0.03476
24,F,-0.103523
25,C,0.295839
26,F,-0.144104
27,C,-0.365419
28,C,-0.024954
29,N,0.767047
30,O,-0.37369
31,O,-0.414238
32,C,-0.380434
33,C,0.443771
34,F,-0.164811
35,C,-0.328959
36,O,-0.35775
37,C,-0.012248
38,H,0.063791
39,H,0.064566
40,H,0.050838
41,H,0.003863
42,H,-0.000415
43,H,0.047903
44,H,0.049686
45,H,0.012668
46,H,0.049969
47,H,0.107609
48,H,0.02825
49,H,0.150136
50,H,0.176982
51,H,0.136059
52,H,0.195847
53,H,0.190047
54,H,0.225256
55,H,0.187423
56,H,0.024493
57,H,0.10026
