index,element,charge
0,C,-0.263757
1,C,0.148245
2,C,-0.154368
3,C,0.170482
4,C,-0.151219
5,O,-0.304718
6,C,0.547791
7,C,-0.009189
8,C,-0.355377
9,C,0.494012
10,F,-0.175138
11,C,-0.563399
12,C,0.811834
13,O,-0.478292
14,O,-0.355243
15,C,0.411344
16,C,-0.345397
17,C,-0.101686
18,C,-0.07539
19,C,0.169025
20,C,-0.387173
21,C,0.276097
22,F,-0.139866
23,C,0.038133
24,F,-0.103579
25,C,0.291472
26,F,-0.141763
27,C,-0.399153
28,C,0.336478
29,F,-0.157838
30,C,-0.429172
31,C,0.480129
32,F,-0.176033
33,C,-0.344417
34,O,-0.323699
35,C,-0.113263
36,H,0.063792
37,H,0.063442
38,H,0.053416
39,H,-0.008696
40,H,-0.018141
41,H,0.051681
42,H,0.051792
43,H,0.016895
44,H,0.061538
45,H,0.116337
46,H,-0.010423
47,H,0.159547
48,H,0.198961
49,H,0.139176
50,H,0.195834
51,H,0.201462
52,H,0.210863
53,H,0.155162
54,H,0.053105
55,H,0.118344
