index,element,charge
0,C,-0.336037
1,C,0.225271
2,C,-0.055062
3,C,-0.099656
4,C,-0.005279
5,C,-0.072074
6,C,0.109921
7,O,-0.283403
8,C,0.420764
9,C,-0.428709
10,C,0.487876
11,O,-0.276419
12,C,-0.064628
13,C,-0.452572
14,C,0.109146
15,C,-0.467728
16,C,0.780593
17,O,-0.519499
18,O,-0.404204
19,C,0.526558
20,C,-0.369306
21,C,0.017899
22,C,-0.26023
23,C,0.7274
24,O,-0.479253
25,O,-0.406478
26,C,0.512438
27,C,-0.336784
28,C,-0.059633
29,C,-0.247685
30,N,0.824781
31,O,-0.441622
32,O,-0.415418
33,C,0.383121
34,F,-0.13497
35,C,-0.46937
36,C,0.021987
37,C,-0.370116
38,H,0.0752
39,H,0.077769
40,H,0.073439
41,H,-0.030287
42,H,-0.027277
43,H,0.02408
44,H,0.0117
45,H,0.032045
46,H,0.028195
47,H,0.004992
48,H,0.029076
49,H,0.041468
50,H,0.035733
51,H,0.027281
52,H,0.053723
53,H,0.153947
54,H,0.10105
55,H,0.074083
56,H,0.068885
57,H,0.174247
58,H,0.113147
59,H,0.190337
60,H,0.107475
61,H,0.17719
62,H,0.157912
63,H,0.227997
64,H,0.105791
65,H,0.199181
