index,element,charge
0,C,-0.047234
1,O,-0.283562
2,C,0.513448
3,C,-0.471862
4,C,0.164084
5,C,-0.561385
6,C,0.827605
7,O,-0.513604
8,O,-0.439772
9,C,0.537238
10,C,-0.402277
11,C,0.033661
12,C,-0.403861
13,C,0.756542
14,O,-0.474028
15,O,-0.392419
16,C,0.392648
17,C,-0.305267
18,C,-0.055464
19,C,-0.042785
20,C,0.104254
21,C,-0.136636
22,C,-0.138562
23,C,-0.047785
24,C,0.575602
25,F,-0.199296
26,F,-0.198027
27,O,-0.326353
28,C,0.428377
29,C,-0.483909
30,C,0.298256
31,F,-0.131056
32,C,9.4e-05
33,F,-0.099562
34,C,0.301015
35,F,-0.13165
36,C,-0.48433
37,C,-0.135783
38,C,-0.129017
39,C,-0.081609
40,C,-0.266345
41,C,0.448793
42,F,-0.165321
43,C,-0.481808
44,C,0.453521
45,O,-0.153609
46,C,-0.19141
47,C,-0.453225
48,H,0.097624
49,H,0.066979
50,H,0.069206
51,H,0.176064
52,H,0.099896
53,H,0.197482
54,H,0.121521
55,H,0.175179
56,H,0.111793
57,H,0.123113
58,H,0.128557
59,H,0.216471
60,H,0.225066
61,H,0.12353
62,H,0.117111
63,H,0.114392
64,H,0.157892
65,H,0.208491
66,H,0.122551
67,H,0.099281
68,H,0.09674
69,H,0.144735
