index,element,charge
0,C,-0.356317
1,C,0.225199
2,C,-0.015187
3,C,-0.046292
4,C,-0.159631
5,C,0.062567
6,C,-0.09543
7,C,-0.082228
8,C,0.083954
9,O,-0.233516
10,C,0.427332
11,C,-0.428718
12,C,0.515221
13,O,-0.282928
14,C,-0.046379
15,C,-0.488578
16,C,0.164719
17,C,-0.532981
18,C,0.806372
19,O,-0.502239
20,O,-0.444113
21,C,0.490036
22,C,-0.344305
23,C,0.037373
24,C,-0.31095
25,C,0.755334
26,O,-0.481107
27,O,-0.391948
28,C,0.468688
29,C,-0.314676
30,C,-0.06304
31,C,-0.244269
32,N,0.819245
33,O,-0.44061
34,O,-0.411897
35,C,0.385316
36,F,-0.136791
37,C,-0.45353
38,C,-0.010683
39,C,-0.260173
40,H,0.093452
41,H,0.075733
42,H,0.068851
43,H,-0.055257
44,H,-0.03658
45,H,0.007791
46,H,0.021064
47,H,0.003624
48,H,0.016366
49,H,0.033252
50,H,0.043927
51,H,0.043801
52,H,0.048962
53,H,0.025356
54,H,0.030799
55,H,0.03322
56,H,0.05441
57,H,0.044773
58,H,0.041151
59,H,0.125988
60,H,0.095623
61,H,0.067155
62,H,0.070813
63,H,0.17775
64,H,0.09909
65,H,0.179439
66,H,0.108427
67,H,0.171401
68,H,0.157577
69,H,0.224089
70,H,0.117806
71,H,0.147306
