index,element,charge
0,C,-0.050606
1,O,-0.282074
2,C,0.511318
3,C,-0.473779
4,C,0.166491
5,C,-0.560475
6,C,0.808405
7,O,-0.504596
8,O,-0.401682
9,C,0.487983
10,C,-0.38363
11,C,0.036155
12,C,-0.394156
13,C,0.745955
14,O,-0.460737
15,O,-0.372851
16,C,0.498588
17,C,-0.573201
18,C,0.507656
19,F,-0.178088
20,C,-0.491989
21,C,0.315021
22,C,-0.197777
23,C,-0.128283
24,C,-0.032725
25,C,0.574039
26,F,-0.205242
27,F,-0.215594
28,O,-0.340936
29,C,0.447282
30,C,-0.483117
31,C,0.291312
32,F,-0.129608
33,C,0.004205
34,F,-0.102547
35,C,0.311034
36,F,-0.136203
37,C,-0.495804
38,C,-0.149367
39,C,-0.194611
40,C,0.471402
41,F,-0.170743
42,C,-0.526314
43,C,0.434997
44,F,-0.165256
45,C,-0.445914
46,C,0.4643
47,O,-0.180365
48,C,-0.158129
49,C,-0.451332
50,H,0.099585
51,H,0.068536
52,H,0.070133
53,H,0.178145
54,H,0.099844
55,H,0.192892
56,H,0.118152
57,H,0.242488
58,H,0.146222
59,H,0.134522
60,H,0.234181
61,H,0.227297
62,H,0.144031
63,H,0.143035
64,H,0.217698
65,H,0.200979
66,H,0.116986
67,H,0.092497
68,H,0.090225
69,H,0.144141
