index,element,charge
0,H,0.137732
1,C,-0.119955
2,C,-0.164117
3,H,0.125587
4,C,0.147624
5,C,0.020523
6,C,-0.136626
7,H,0.118672
8,C,-0.219117
9,H,0.144856
10,C,0.18614
11,C,-0.224632
12,H,0.061178
13,H,0.063328
14,C,0.076384
15,H,-0.001827
16,H,0.000118
17,C,0.091072
18,H,-0.00685
19,H,0.004397
20,C,-0.132213
21,H,0.05173
22,H,0.021095
23,C,0.197379
24,H,0.020797
25,H,0.010806
26,F,-0.241062
27,C,-0.211888
28,H,0.138512
29,C,-0.139359
30,H,0.116881
31,C,-0.167042
32,H,0.127136
33,C,-0.120267
34,H,0.137729
35,C,-0.025999
36,C,0.345839
37,N,-0.434557
