index,element,charge
0,C,-0.260242
1,C,0.112259
2,C,-0.152107
3,C,0.198148
4,C,-0.120431
5,O,-0.314514
6,C,0.509649
7,C,0.017677
8,C,-0.333979
9,C,0.484683
10,F,-0.168306
11,C,-0.568678
12,C,0.819849
13,O,-0.465871
14,O,-0.379714
15,C,0.510123
16,C,-0.50191
17,C,0.423038
18,F,-0.159637
19,C,-0.387845
20,C,0.430652
21,C,-0.503399
22,C,0.496771
23,F,-0.160083
24,C,-0.479246
25,C,0.478871
26,N,-0.434756
27,C,0.495311
28,F,-0.156413
29,C,-0.5074
30,C,0.433858
31,F,-0.153309
32,C,-0.548514
33,C,0.488156
34,F,-0.166864
35,C,-0.381241
36,O,-0.287384
37,C,-0.176663
38,H,0.064878
39,H,0.052772
40,H,0.065196
41,H,-0.003731
42,H,0.002897
43,H,0.051927
44,H,0.049006
45,H,0.010775
46,H,0.04948
47,H,0.124809
48,H,-0.003402
49,H,0.152705
50,H,0.218969
51,H,0.216909
52,H,0.21739
53,H,0.246008
54,H,0.164389
55,H,0.07073
56,H,0.117754
