index,element,charge
0,C,-0.045427
1,O,-0.290083
2,C,0.50616
3,C,-0.296429
4,C,-0.042807
5,C,-0.279308
6,C,0.731399
7,O,-0.457418
8,O,-0.407593
9,C,0.523522
10,C,-0.366229
11,C,0.037167
12,C,-0.423732
13,C,0.752809
14,O,-0.450178
15,O,-0.371147
16,C,0.528555
17,C,-0.566717
18,C,0.523173
19,F,-0.15256
20,C,-0.510642
21,C,0.488285
22,N,-0.44111
23,C,0.509686
24,F,-0.157402
25,C,-0.536179
26,C,0.471696
27,F,-0.154035
28,C,-0.499006
29,C,0.106942
30,C,0.5183
31,F,-0.181145
32,F,-0.177383
33,F,-0.164278
34,C,-0.40167
35,H,0.103111
36,H,0.069444
37,H,0.065575
38,H,0.141213
39,H,0.129367
40,H,0.171331
41,H,0.119325
42,H,0.241794
43,H,0.220591
44,H,0.23752
45,H,0.175515
