index,element,charge
0,H,0.137807
1,C,-0.064294
2,C,-0.281235
3,H,0.160129
4,C,0.46609
5,O,-0.399778
6,C,0.674898
7,O,-0.470916
8,C,-0.154554
9,C,-0.046872
10,H,0.112332
11,C,-0.228124
12,H,0.126123
13,C,0.204268
14,C,-0.255431
15,H,0.065718
16,H,0.081906
17,C,0.168155
18,H,-0.027879
19,H,-0.023354
20,C,-0.030656
21,H,0.004442
22,H,0.01453
23,C,-0.053589
24,H,0.0071
25,H,0.005348
26,C,0.222304
27,H,-0.043085
28,H,-0.040855
29,C,-0.248263
30,H,0.050828
31,H,0.051224
32,H,0.052058
33,C,-0.17227
34,H,0.122327
35,C,-0.089575
36,H,0.113314
37,C,-0.312072
38,H,0.184767
39,C,-0.041678
40,H,0.13478
41,C,-0.103432
42,C,0.363556
43,N,-0.43609
