index,element,charge
0,C,-0.279528
1,C,0.257998
2,C,-0.260687
3,C,0.258948
4,C,-0.307446
5,C,0.020125
6,C,-0.367182
7,C,0.728625
8,O,-0.479286
9,O,-0.305375
10,C,0.458979
11,C,-0.511051
12,C,0.41322
13,F,-0.154491
14,C,-0.364183
15,C,0.410631
16,C,-0.500104
17,C,0.498582
18,F,-0.160355
19,C,-0.477283
20,C,0.480246
21,N,-0.436412
22,C,0.484293
23,F,-0.155902
24,C,-0.486459
25,C,0.42608
26,F,-0.161176
27,C,-0.522848
28,C,0.393524
29,F,-0.185239
30,C,-0.340829
31,H,0.058924
32,H,0.080554
33,H,0.065472
34,H,-0.032504
35,H,-0.030782
36,H,0.063135
37,H,0.086249
38,H,0.150042
39,H,0.116753
40,H,0.238053
41,H,0.21363
42,H,0.212097
43,H,0.23553
44,H,0.167434
