index,element,charge
0,H,0.135297
1,C,-0.111348
2,C,-0.176806
3,H,0.125838
4,C,0.186213
5,C,-0.113167
6,C,-0.076067
7,H,0.11934
8,C,-0.285938
9,H,0.112176
10,C,0.444354
11,O,-0.423527
12,C,0.413186
13,H,-0.030527
14,H,-0.028865
15,C,-0.189711
16,H,0.052479
17,H,0.054238
18,C,-0.017651
19,H,-6.6e-05
20,H,-0.001479
21,C,0.261998
22,H,-0.044625
23,H,-0.046076
24,C,-0.305542
25,H,0.066581
26,H,0.066537
27,H,0.064792
28,C,-0.332824
29,H,0.161648
30,C,-0.030147
31,H,0.106883
32,C,-0.174022
33,H,0.125264
34,C,-0.111537
35,H,0.135454
36,C,-0.045538
37,C,0.352666
38,N,-0.43948
