index,element,charge
0,H,0.394761
1,O,-0.620027
2,C,0.226249
3,H,-0.026169
4,H,-0.025603
5,C,0.164068
6,H,0.01215
7,H,0.012534
8,C,-0.275957
9,H,0.101943
10,H,0.102673
11,C,0.161675
12,C,-0.480494
13,C,0.457853
14,C,-0.246768
15,H,0.150558
16,C,-0.121145
17,H,0.122495
18,C,-0.022092
19,C,0.178575
20,C,-0.184153
21,H,0.131252
22,C,-0.108152
23,H,0.136792
24,C,-0.030235
25,C,0.34485
26,N,-0.432918
27,C,-0.115536
28,H,0.137366
29,C,-0.174649
30,H,0.128345
31,C,-0.125009
32,H,0.120755
33,C,-0.252347
34,H,0.15636
