index,element,charge
0,H,0.079335
1,C,0.097459
2,C,-0.291234
3,C,0.517893
4,O,-0.450282
5,C,0.064432
6,H,0.018096
7,H,0.019758
8,C,-0.339234
9,H,0.092633
10,H,0.092168
11,H,0.076312
12,C,0.030584
13,H,0.063504
14,C,-0.301935
15,H,0.156234
16,C,0.118142
17,C,0.058788
18,H,0.022076
19,C,0.067459
20,H,0.00039
21,H,-0.002695
22,C,-0.193862
23,H,0.027831
24,H,0.036642
25,C,0.252588
26,H,-0.038463
27,C,0.011397
28,H,-4.6e-05
29,H,0.019134
30,C,-0.155046
31,H,0.038963
32,H,0.025456
33,C,0.046671
34,H,-0.005323
35,H,-0.016561
36,C,0.208143
37,H,-0.041951
38,H,-0.040255
39,C,-0.266718
40,H,0.052556
41,H,0.056071
42,H,0.056522
43,C,-0.279612
44,H,0.056627
45,H,0.05749
46,C,0.066865
47,H,0.010994
48,H,-0.023636
49,C,-0.269322
50,H,0.116961
