index,element,charge
0,C,-0.064567
1,O,-0.274967
2,C,0.575351
3,C,-0.533396
4,C,0.490415
5,F,-0.167095
6,C,-0.621301
7,C,0.820049
8,O,-0.478418
9,O,-0.382823
10,C,0.429657
11,C,-0.269268
12,C,-0.037725
13,C,-0.211126
14,C,0.714775
15,O,-0.482379
16,O,-0.423757
17,C,0.48755
18,C,-0.297852
19,C,-0.054979
20,C,-0.141736
21,N,0.817265
22,O,-0.435938
23,O,-0.433829
24,C,-0.058719
25,C,-0.30643
26,C,0.006118
27,C,-0.331683
28,C,0.572596
29,F,-0.167391
30,C,-0.636629
31,H,0.103778
32,H,0.076327
33,H,0.078645
34,H,0.190596
35,H,0.164867
36,H,0.120811
37,H,0.168047
38,H,0.139685
39,H,0.13904
40,H,0.191785
41,H,0.114006
42,H,0.182899
43,H,0.227744
