index,element,charge
0,C,-0.251534
1,C,0.125231
2,C,-0.019408
3,C,0.027468
4,C,-0.005169
5,O,-0.364778
6,C,0.509603
7,C,-0.073336
8,C,-0.333365
9,C,0.407234
10,F,-0.173526
11,C,-0.33112
12,C,0.248354
13,C,-0.204529
14,C,-0.140107
15,C,0.17677
16,C,-0.171618
17,C,-0.072427
18,C,0.311564
19,C,-0.404922
20,C,0.42908
21,F,-0.146991
22,C,-0.412129
23,C,0.460764
24,N,-0.428083
25,C,0.445395
26,F,-0.152529
27,C,-0.433064
28,C,-0.078526
29,C,0.548148
30,F,-0.181981
31,F,-0.17682
32,F,-0.180285
33,C,-0.205607
34,C,0.367589
35,F,-0.168609
36,C,-0.251679
37,O,-0.318825
38,C,-0.09639
39,H,0.059405
40,H,0.056751
41,H,0.056825
42,H,-0.007715
43,H,-0.020786
44,H,0.01721
45,H,0.051573
46,H,0.01765
47,H,0.040375
48,H,0.088767
49,H,0.011453
50,H,0.165738
51,H,0.154662
52,H,0.144835
53,H,0.206342
54,H,0.203233
55,H,0.154785
56,H,0.153358
57,H,0.058776
58,H,0.106921
