index,element,charge
0,C,-0.171579
1,C,0.07816
2,C,-0.0267
3,C,-0.023076
4,C,-0.200407
5,C,0.190629
6,C,-0.114583
7,O,-0.310546
8,C,0.491881
9,C,0.032259
10,C,-0.377139
11,C,0.50479
12,F,-0.171174
13,C,-0.588813
14,C,0.833726
15,O,-0.475363
16,O,-0.349682
17,C,0.474363
18,C,-0.540326
19,C,0.426502
20,F,-0.154552
21,C,-0.372156
22,C,0.42308
23,C,-0.500095
24,C,0.49059
25,F,-0.156487
26,C,-0.47635
27,C,0.479837
28,N,-0.435981
29,C,0.496158
30,F,-0.159469
31,C,-0.503763
32,C,0.417818
33,F,-0.158396
34,C,-0.49431
35,C,0.479388
36,F,-0.176123
37,C,-0.341427
38,O,-0.327771
39,C,-0.050348
40,H,0.045674
41,H,0.039084
42,H,0.029781
43,H,-0.014689
44,H,-0.002233
45,H,0.019264
46,H,-0.000464
47,H,0.029667
48,H,0.046121
49,H,0.065244
50,H,0.070681
51,H,-0.007755
52,H,0.054512
53,H,0.105754
54,H,0.00035
55,H,0.167338
56,H,0.247554
57,H,0.215143
58,H,0.216413
59,H,0.222082
60,H,0.156875
61,H,0.038889
62,H,0.092152
